Title,Abstract,Cleaned Abstract,DIM_1,DIM_2,Clusters,Cluster Keywords,Cluster Titles
Big Data Engineering,"Purpose
 The objective of this study was to investigate the characteristics of sediment organic phosphorus (Po) driven by the microbial community during the ecological restoration of a plateau wetland.
 Materials and methods
 Twenty surface sediment samples were collected from the Caohai wetland, China. A series of analysis methods were used, including Ivanoff extraction, enzymatic hydrolysis, solution 31P nuclear magnetic resonance (31P-NMR), and high-throughput sequencing technology.
 Results
 The concentrations of the total Po were in the range 564.66 to 751.30 mg kgâˆ’1, among which Ful-Po was the dominant component with a proportion of 38.67â€“45.37%. In the enzymatically hydrolyzable Po, phosphomonoester was the main fraction accounting for 19.58â€“67.87%, while it made up 52.91â€“68.98% of the Po determined by 31P-NMR. The biogeochemical feature of Po indicated the high releasing risk of bioavailable Po from the sediment to the overlying water in the Caohai plateau wetland. Anthropogenic input was the dominant source of Po in the sediments, followed by the internal biological processes. Two thousand sixty-six OTUs were clustered in the phoD gene-harboring communities and were dominated by the Proteobacteria phylum and Rubrobacter genus. The redundancy analysis (RDA), correlation network analysis, and structural equation modeling (SEM) suggested the direct and/or indirect (coupling the C and N cycles) contribution of phoD gene communities to P fractions.
 Conclusion
 This study established the influence of microbes on P fractions and provided a valuable understanding of the biogeochemical cycling of P in sediment from an ecologically restored wetland.",purpose  the objective of this study was to investigate the characteristics of sediment organic phosphorus  po  driven by the microbial community during the ecological restoration of a plateau wetland   materials and methods  twenty surface sediment samples were collected from the caohai wetland  china  a series of analysis methods were used  including ivanoff extraction  enzymatic hydrolysis  solution   p nuclear magnetic resonance    p nmr   and high throughput sequencing technology   results  the concentrations of the total po were in the range        to        mg kg      among which ful po was the dominant component with a proportion of                 in the enzymatically hydrolyzable po  phosphomonoester was the main fraction accounting for                 while it made up                of the po determined by   p nmr  the biogeochemical feature of po indicated the high releasing risk of bioavailable po from the sediment to the overlying water in the caohai plateau wetland  anthropogenic input was the dominant source of po in the sediments  followed by the internal biological processes  two thousand sixty six otus were clustered in the phod gene harboring communities and were dominated by the proteobacteria phylum and rubrobacter genus  the redundancy analysis  rda   correlation network analysis  and structural equation modeling  sem  suggested the direct and or indirect  coupling the c and n cycles  contribution of phod gene communities to p fractions   conclusion  this study established the influence of microbes on p fractions and provided a valuable understanding of the biogeochemical cycling of p in sediment from an ecologically restored wetland ,3.6098065,2.3495786,4,Machine Learning - Deep Learning - Predictive Analytics - Healthcare - Diagnostics - Data Analysis,Advances in Predictive and Diagnostic Techniques
Deploying in Google,"In recent years, integrated soil-crop system management (ISSM), i.e., using crop modeling and advanced nutrient management to redesign the cropping system, has been successfully used to improve crop yield and nutrient-use efficiency in China. However, the effects of ISSM on the properties of soils are not yet clear. Based on a seven-year (2009â€“2016) field plot trial with continuous corn monoculture, this study compared the effects of ISSM with improved practice (IP), high-yield practice (HY), and current farming practice (FP) on phosphorus (P) forms in an Alluvic Primosol of Northeast China by using chemical and spectroscopic (31P NMR) analyses. The concentrations of total P and Olsen P were in the order FP < IP < HY < ISSM; the order for inorganic and organic P fractions obtained by chemical analysis was also the same except for Ca10-P that showed an opposite order. 31P NMR spectroscopy showed that inorganic orthophosphate, pyrophosphate, orthophosphate monoesters, and orthophosphate diesters were all higher in the surface soil in ISSM treatment than in HY, IP, and FP treatments. Our results suggest that ISSM has a positive effect on the availability of P in soil.",in recent years  integrated soil crop system management  issm   i e   using crop modeling and advanced nutrient management to redesign the cropping system  has been successfully used to improve crop yield and nutrient use efficiency in china  however  the effects of issm on the properties of soils are not yet clear  based on a seven year               field plot trial with continuous corn monoculture  this study compared the effects of issm with improved practice  ip   high yield practice  hy   and current farming practice  fp  on phosphorus  p  forms in an alluvic primosol of northeast china by using chemical and spectroscopic    p nmr  analyses  the concentrations of total p and olsen p were in the order fp   ip   hy   issm  the order for inorganic and organic p fractions obtained by chemical analysis was also the same except for ca   p that showed an opposite order    p nmr spectroscopy showed that inorganic orthophosphate  pyrophosphate  orthophosphate monoesters  and orthophosphate diesters were all higher in the surface soil in issm treatment than in hy  ip  and fp treatments  our results suggest that issm has a positive effect on the availability of p in soil ,4.292084,1.9141967,4,Machine Learning - Deep Learning - Predictive Analytics - Healthcare - Diagnostics - Data Analysis,Advances in Predictive and Diagnostic Techniques
In Summary and Onward,"Reaching the end of the book, it must have become obvious that both a Data Fabric architecture and Data Mesh solution are inevitably associated with applying AI, intelligent knowledge, and automation. Indeed, infusing AI is required to enable intelligent cataloging, to generate active metadata, to build semantic knowledge graphs, and to gain necessary and holistic insight to improve, optimize, and automate tasks and to enable self-service generation of data products that are ready for consumption. These capabilities are enabled via a knowledge catalog that stores active metadata and data product specifications as well.",reaching the end of the book  it must have become obvious that both a data fabric architecture and data mesh solution are inevitably associated with applying ai  intelligent knowledge  and automation  indeed  infusing ai is required to enable intelligent cataloging  to generate active metadata  to build semantic knowledge graphs  and to gain necessary and holistic insight to improve  optimize  and automate tasks and to enable self service generation of data products that are ready for consumption  these capabilities are enabled via a knowledge catalog that stores active metadata and data product specifications as well ,10.185383,6.5499763,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
Delivery and Automation Pipeline in Machine Learning,"Growing volumes of available data, cheaper and powerful computational processing, and more affordable data storage continue to accelerate and fuel the integration of business applications and machine learning (ML) models. ML models power more and more applications in production. The following are some well-known model-driven applications.",growing volumes of available data  cheaper and powerful computational processing  and more affordable data storage continue to accelerate and fuel the integration of business applications and machine learning  ml  models  ml models power more and more applications in production  the following are some well known model driven applications ,8.962529,5.8893127,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
Automated Machine Learning Deployment Using Open-Source CI/CD Tool,"This paper proposes the practice of applying the culture of DevOps with machine learning to build and deploy the model rapidly and seamlessly. Without leveraging the power of DevOps and without adopting it, no industry could think of surviving today. Today, industries are dependent on old data and fetching the important data out of it, making models, and training it that help them grow their companies. That practice we call it today is ML. So, there is no possibility of surviving without being quick and ML; however, ML models take time to be developed, so to overcome that issue of time, MLOps plays a vital role today in the industries. Now, they could build it fast and grow fast. The machine learning processes initially seem easy, but if not carefully handled and designed, then creating and deploying such models may lead to huge time loss and resources. Hence, the overall performance of the system would be degraded, as well as the efficiency. This paper presents an applicable model of continuous open-source integration (CI) and continuous delivery (CD) principles and tools to minimize time wastage during system resourcing. Throughout our methodological results, we observed that the model improves the time efficiency, reduces the efforts of data scientists and cost-cutting after avoiding using heavily paid MLOps tools.
 Keywords
 MLOps
 DevOps
 Jenkins
 CI/CD
 Machine learning
 Automation",this paper proposes the practice of applying the culture of devops with machine learning to build and deploy the model rapidly and seamlessly  without leveraging the power of devops and without adopting it  no industry could think of surviving today  today  industries are dependent on old data and fetching the important data out of it  making models  and training it that help them grow their companies  that practice we call it today is ml  so  there is no possibility of surviving without being quick and ml  however  ml models take time to be developed  so to overcome that issue of time  mlops plays a vital role today in the industries  now  they could build it fast and grow fast  the machine learning processes initially seem easy  but if not carefully handled and designed  then creating and deploying such models may lead to huge time loss and resources  hence  the overall performance of the system would be degraded  as well as the efficiency  this paper presents an applicable model of continuous open source integration  ci  and continuous delivery  cd  principles and tools to minimize time wastage during system resourcing  throughout our methodological results  we observed that the model improves the time efficiency  reduces the efforts of data scientists and cost cutting after avoiding using heavily paid mlops tools   keywords  mlops  devops  jenkins  ci cd  machine learning  automation,7.6273766,7.3876395,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
Wrapping It Up,"You underwent a long and arduous journey over the course of the last 12 chapters. As you begin the last phase of this book, letâ€™s summarize the key takeaways and salient points of those chapters. This is important because one of the main things that I will focus on in this chapter is the topic of what was not covered. Naturally, you will appreciate the treatment of what was not by examining and recollecting what was covered.",you underwent a long and arduous journey over the course of the last    chapters  as you begin the last phase of this book  let   s summarize the key takeaways and salient points of those chapters  this is important because one of the main things that i will focus on in this chapter is the topic of what was not covered  naturally  you will appreciate the treatment of what was not by examining and recollecting what was covered ,9.787342,6.753647,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
Deploying in Azure,"In this chapter, we will cover how you can use Microsoft Azure to operationalize your MLFlow models. In particular, we will look at how you can also utilize Azureâ€™s built-in functionality to deploy a model to a development branch and to a production branch, along with how you can query the models once deployed.",in this chapter  we will cover how you can use microsoft azure to operationalize your mlflow models  in particular  we will look at how you can also utilize azure   s built in functionality to deploy a model to a development branch and to a production branch  along with how you can query the models once deployed ,7.92637,7.7916327,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
The Data Lakehouse Paradigm,"In this chapter, you will learn about the Lakehouse architectural best practices, patterns, and Apache Spark capabilities in the Lakehouse. You will also learn about the many Azure-centric technologies that support Spark for ELT, advanced analytics, storage, compute, and reporting to form the modern Data Lakehouse architecture.",in this chapter  you will learn about the lakehouse architectural best practices  patterns  and apache spark capabilities in the lakehouse  you will also learn about the many azure centric technologies that support spark for elt  advanced analytics  storage  compute  and reporting to form the modern data lakehouse architecture ,8.96694,7.720557,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
Deploying in AWS,"In this chapter, we will cover how you can operationalize your MLFlow models using AWS SageMaker. We will cover how you can upload your runs to S3 storage, how you can build and push an MLFlow Docker container image to AWS, and how you can deploy your model, query it, update the model once it is deployed, and remove a deployed model.",in this chapter  we will cover how you can operationalize your mlflow models using aws sagemaker  we will cover how you can upload your runs to s  storage  how you can build and push an mlflow docker container image to aws  and how you can deploy your model  query it  update the model once it is deployed  and remove a deployed model ,8.032911,7.719267,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
"AIoT 101: What, Why, How, Who","AIoT combines two of the most important technology paradigms of the 2020s: Artificial Intelligence (AI) and the Internet of Things (IoT). To best understand AIoT from all relevant perspectives, we will start by looking at the why, what, who and how perspectives, inspired by the work of Simon Sinek [1] as well as the St. Gallen IoT Lab [2] (Fig. 1.1):While Simon Sinek suggests to Start with Why, we will first look at the what to provide some context, before discussing why you should consider it.",aiot combines two of the most important technology paradigms of the     s  artificial intelligence  ai  and the internet of things  iot   to best understand aiot from all relevant perspectives  we will start by looking at the why  what  who and how perspectives  inspired by the work of simon sinek     as well as the st  gallen iot lab      fig       while simon sinek suggests to start with why  we will first look at the what to provide some context  before discussing why you should consider it ,10.634888,6.318541,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
MaReIA: a cloud MapReduce based high performance whole slide image analysis framework,"Recent advancements in systematic analysis of high resolution whole slide images have increase efficiency of diagnosis, prognosis and prediction of cancer and important diseases. Due to the enormous sizes and dimensions of whole slide images, the analysis requires extensive computing resources which are not commonly available. Images have to be tiled for processing due to computer memory limitations, which lead to inaccurate results due to the ignorance of boundary crossing objects. Thus, we propose a generic and highly scalable cloud-based image analysis framework for whole slide images. The framework enables parallelized integration of image analysis steps, such as segmentation and aggregation of micro-structures in a single pipeline, and generation of final objects manageable by databases. The core concept relies on the abstraction of objects in whole slide images as different classes of spatial geometries, which in turn can be handled as text based records in MapReduce. The framework applies an overlapping partitioning scheme on images, and provides parallelization of tiling and image segmentation based on MapReduce architecture. It further provides robust object normalization, graceful handling of boundary objects with an efficient spatial indexing based matching method to generate accurate results. Our experiments on Amazon EMR show that MaReIA is highly scalable, generic and extremely cost effective by benchmark tests.",recent advancements in systematic analysis of high resolution whole slide images have increase efficiency of diagnosis  prognosis and prediction of cancer and important diseases  due to the enormous sizes and dimensions of whole slide images  the analysis requires extensive computing resources which are not commonly available  images have to be tiled for processing due to computer memory limitations  which lead to inaccurate results due to the ignorance of boundary crossing objects  thus  we propose a generic and highly scalable cloud based image analysis framework for whole slide images  the framework enables parallelized integration of image analysis steps  such as segmentation and aggregation of micro structures in a single pipeline  and generation of final objects manageable by databases  the core concept relies on the abstraction of objects in whole slide images as different classes of spatial geometries  which in turn can be handled as text based records in mapreduce  the framework applies an overlapping partitioning scheme on images  and provides parallelization of tiling and image segmentation based on mapreduce architecture  it further provides robust object normalization  graceful handling of boundary objects with an efficient spatial indexing based matching method to generate accurate results  our experiments on amazon emr show that mareia is highly scalable  generic and extremely cost effective by benchmark tests ,4.4509063,4.6775703,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
Missing data imputation by K nearest neighbours based on grey relational structure and mutual information,"Treatment of missing data has become increasingly significant in scientific research and engineering applications. The classic imputation strategy based on the K nearest neighbours (KNN) has been widely used to solve the plague problem. However, former studies do not give much attention to feature relevance, which has a significant impact on the selection of nearest neighbours. As a result, biased results may appear in similarity measurements. In this paper, we propose a novel method to impute missing data, named feature weighted grey KNN (FWGKNN) imputation algorithm. This approach employs mutual information (MI) to measure feature relevance. We present an experimental evaluation for five UCI datasets in three missingness mechanisms with various missing rates. Experimental results show that feature relevance has a non-ignorable influence on missing data estimation based on grey theory, and our method is considered superior to the other four estimation strategies. Moreover, the classification bias can be significantly reduced by using our approach in classification tasks.",treatment of missing data has become increasingly significant in scientific research and engineering applications  the classic imputation strategy based on the k nearest neighbours  knn  has been widely used to solve the plague problem  however  former studies do not give much attention to feature relevance  which has a significant impact on the selection of nearest neighbours  as a result  biased results may appear in similarity measurements  in this paper  we propose a novel method to impute missing data  named feature weighted grey knn  fwgknn  imputation algorithm  this approach employs mutual information  mi  to measure feature relevance  we present an experimental evaluation for five uci datasets in three missingness mechanisms with various missing rates  experimental results show that feature relevance has a non ignorable influence on missing data estimation based on grey theory  and our method is considered superior to the other four estimation strategies  moreover  the classification bias can be significantly reduced by using our approach in classification tasks ,4.5365086,7.0639477,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
iFlow: Powering Lightweight Cross-Platform Data Pipelines,"With the advent of ML applications cutting across sectors, data preprocessing for the training and proper functioning of ML models has seen a rise in importance. This research paper represents a similar attempt by proposing iFlow, a software tool for the easy creation of cross-platform data flow pipelines based on the Python programming language. The tool leverages the default file system of the user's operating system, enabling faster and real-time inflow and outflow of data for easier and more convenient data processing. The project plan emphasizes modularity and extensibility, with a focus on the automation of data pipelines, as well as the development of associated UI components for a better user experience. The paper highlights the potential applications of iFlow in the field of machine learning pipelines, positioning it as a lightweight and open-source MLOps framework for the future.
 Keywords
 iFlow
 Data pipelines
 Data processing
 Cross-platform
 Lightweight",with the advent of ml applications cutting across sectors  data preprocessing for the training and proper functioning of ml models has seen a rise in importance  this research paper represents a similar attempt by proposing iflow  a software tool for the easy creation of cross platform data flow pipelines based on the python programming language  the tool leverages the default file system of the user s operating system  enabling faster and real time inflow and outflow of data for easier and more convenient data processing  the project plan emphasizes modularity and extensibility  with a focus on the automation of data pipelines  as well as the development of associated ui components for a better user experience  the paper highlights the potential applications of iflow in the field of machine learning pipelines  positioning it as a lightweight and open source mlops framework for the future   keywords  iflow  data pipelines  data processing  cross platform  lightweight,9.651233,5.4162955,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
The AIQ Meta-Testbed: Pragmatically Bridging Academic AI Testing and Industrial Q Needs,"AI solutions seem to appear in any and all application domains. As AI becomes more pervasive, the importance of quality assurance increases. Unfortunately, there is no consensus on what artificial intelligence means and interpretations range from simple statistical analysis to sentient humanoid robots. On top of that, quality is a notoriously hard concept to pinpoint. What does this mean for AI quality? In this paper, we share our working definition and a pragmatic approach to address the corresponding quality assurance with a focus on testing. Finally, we present our ongoing work on establishing the AIQ Meta-Testbed.
 Keywords
 Artificial intelligence
 Machine learning
 Quality assurance
 Software testing
 Testbed",ai solutions seem to appear in any and all application domains  as ai becomes more pervasive  the importance of quality assurance increases  unfortunately  there is no consensus on what artificial intelligence means and interpretations range from simple statistical analysis to sentient humanoid robots  on top of that  quality is a notoriously hard concept to pinpoint  what does this mean for ai quality  in this paper  we share our working definition and a pragmatic approach to address the corresponding quality assurance with a focus on testing  finally  we present our ongoing work on establishing the aiq meta testbed   keywords  artificial intelligence  machine learning  quality assurance  software testing  testbed,9.566814,6.977531,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
Introduction to MLFlow,"In this chapter, we will cover what MLFlow is, what it does, and how you can implement MLOps setups into your existing projects. More specifically, we will cover how you can integrate MLFlow with scikit-learn, TensorFlow 2.0+/Keras, PyTorch, and PySpark. We will go over experiment creation; metric, parameter, and artifact logging; model logging; and how you can deploy models on a local server and query them for predictions.",in this chapter  we will cover what mlflow is  what it does  and how you can implement mlops setups into your existing projects  more specifically  we will cover how you can integrate mlflow with scikit learn  tensorflow      keras  pytorch  and pyspark  we will go over experiment creation  metric  parameter  and artifact logging  model logging  and how you can deploy models on a local server and query them for predictions ,8.212696,7.6263456,1,MLOps - Scalability - Continuous Deployment - AI Monitoring - Edge Computing - Operationalization,"MLOps for Scalable, Real-Time Production Systems"
Fairness-aware machine learning engineering: how far are we?,"Machine learning is part of the daily life of people and companies worldwide. Unfortunately, bias in machine learning algorithms risks unfairly influencing the decision-making process and reiterating possible discrimination. While the interest of the software engineering community in software fairness is rapidly increasing, there is still a lack of understanding of various aspects connected to fair machine learning engineering, i.e., the software engineering process involved in developing fairness-critical machine learning systems. Questions connected to the practitionersâ€™ awareness and maturity about fairness, the skills required to deal with the matter, and the best development phase(s) where fairness should be faced more are just some examples of the knowledge gaps currently open. In this paper, we provide insights into how fairness is perceived and managed in practice, to shed light on the instruments and approaches that practitioners might employ to properly handle fairness. We conducted a survey with 117 professionals who shared their knowledge and experience highlighting the relevance of fairness in practice, and the skills and tools required to handle it. The key results of our study show that fairness is still considered a second-class quality aspect in the development of artificial intelligence systems. The building of specific methods and development environments, other than automated validation tools, might help developers to treat fairness throughout the software lifecycle and revert this trend.",machine learning is part of the daily life of people and companies worldwide  unfortunately  bias in machine learning algorithms risks unfairly influencing the decision making process and reiterating possible discrimination  while the interest of the software engineering community in software fairness is rapidly increasing  there is still a lack of understanding of various aspects connected to fair machine learning engineering  i e   the software engineering process involved in developing fairness critical machine learning systems  questions connected to the practitioners    awareness and maturity about fairness  the skills required to deal with the matter  and the best development phase s  where fairness should be faced more are just some examples of the knowledge gaps currently open  in this paper  we provide insights into how fairness is perceived and managed in practice  to shed light on the instruments and approaches that practitioners might employ to properly handle fairness  we conducted a survey with     professionals who shared their knowledge and experience highlighting the relevance of fairness in practice  and the skills and tools required to handle it  the key results of our study show that fairness is still considered a second class quality aspect in the development of artificial intelligence systems  the building of specific methods and development environments  other than automated validation tools  might help developers to treat fairness throughout the software lifecycle and revert this trend ,10.302949,4.58344,2,MLOps - Ethical AI - Machine Learning Lifecycle - Model Deployment - AI Governance - Data Science Automation - Agile Methodologies,Comprehensive MLOps and Responsible AI Practices
Parallelizing Automatic Model Management System for AIOps on Microservice Platforms,"With the gradual increase in the scale of applications based on microservice architecture, the complexity of system operation and maintenance is also significantly increasing. The emergence of AIOps makes it possible to automatically detect the state, allocate the resources, warn and detect the anomaly of the system through some machine learning models. Given dynamic online workloads, the running state of a production microservice system is constantly in flux. Therefore, it is necessary to continuously train, encapsulate and deploy models based on the current system status, so that the AIOps model can dynamically adapt to the system environment. To address this problem, this paper proposes a model management pipeline framework for AIOps on microservice platforms, and implements a prototype system based on Kubernetes to verify the framework. The system consists of three components: model training, model packaging and model deploying. Parallelization and parameter search are introduced in the model training process to support rapid training of multiple models and automated model hyperparameter tuning. Rapid deployment of models is supported by the model packaging and deploying components. Experiments were performed to verify the prototype system, and the experimental results illustrate the feasibility of the proposed framework. This work provides a valuable reference for the construction of an integrated and streamlined AIOps model management system.
 Keywords
 Model management pipeline
 AIOps
 Parallel model training
 Microservice
 MLOps",with the gradual increase in the scale of applications based on microservice architecture  the complexity of system operation and maintenance is also significantly increasing  the emergence of aiops makes it possible to automatically detect the state  allocate the resources  warn and detect the anomaly of the system through some machine learning models  given dynamic online workloads  the running state of a production microservice system is constantly in flux  therefore  it is necessary to continuously train  encapsulate and deploy models based on the current system status  so that the aiops model can dynamically adapt to the system environment  to address this problem  this paper proposes a model management pipeline framework for aiops on microservice platforms  and implements a prototype system based on kubernetes to verify the framework  the system consists of three components  model training  model packaging and model deploying  parallelization and parameter search are introduced in the model training process to support rapid training of multiple models and automated model hyperparameter tuning  rapid deployment of models is supported by the model packaging and deploying components  experiments were performed to verify the prototype system  and the experimental results illustrate the feasibility of the proposed framework  this work provides a valuable reference for the construction of an integrated and streamlined aiops model management system   keywords  model management pipeline  aiops  parallel model training  microservice  mlops,8.330714,4.0009694,3,MLOps - Industry 4.0 - Machine Learning Operations - Continuous Deployment - AI in Manufacturing - Adoption Challenges,Challenges and Applications of MLOps in Industry
Datafication Engineering,"Datafication engineering is designing, developing, and deploying artificial intelligence (AI) and machine learning (ML) systems. It involves a range of tasks, including data collection and preparation, model selection, deployment, hyperparameter tuning, model training and evaluation, and deployment and monitoring of the models.",datafication engineering is designing  developing  and deploying artificial intelligence  ai  and machine learning  ml  systems  it involves a range of tasks  including data collection and preparation  model selection  deployment  hyperparameter tuning  model training and evaluation  and deployment and monitoring of the models ,8.248593,5.484105,3,MLOps - Industry 4.0 - Machine Learning Operations - Continuous Deployment - AI in Manufacturing - Adoption Challenges,Challenges and Applications of MLOps in Industry
Pulsed Neural Network Plus Parallel Multi-core Approach to Solve Efficiently Big Shortest Path Problems,"A Third Generation Artificial Neural Network plus a Parallel Multi-Core approach is presented. This approach is capable of efficiently tackle the problem of finding the shortest path between two nodes, for big cases with thousands of nodes. The efficient solution of the shortest path problem has applications in such important and current areas as robotics, telecommunications, operation research, game theory, computer networks, internet, industrial design, transport phenomena, design of electronic circuits and others, so it is a subject of great interest in the area of combinatorial optimization. Due to the parallel design of the Pulsed Neuronal Network presented here, it is possible speed up the solution using parallel multi-processors; this solution approach can be highly competitive, as observed from the good results obtained, even in cases with thousands of nodes.
 Keywords
 Shortest path problems
 Pulsed Neural Network
 Parallel multi-core",a third generation artificial neural network plus a parallel multi core approach is presented  this approach is capable of efficiently tackle the problem of finding the shortest path between two nodes  for big cases with thousands of nodes  the efficient solution of the shortest path problem has applications in such important and current areas as robotics  telecommunications  operation research  game theory  computer networks  internet  industrial design  transport phenomena  design of electronic circuits and others  so it is a subject of great interest in the area of combinatorial optimization  due to the parallel design of the pulsed neuronal network presented here  it is possible speed up the solution using parallel multi processors  this solution approach can be highly competitive  as observed from the good results obtained  even in cases with thousands of nodes   keywords  shortest path problems  pulsed neural network  parallel multi core,2.5539508,7.6059637,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
MXT: A New Variant of Pyramid Vision Transformer for Multi-label Chest X-ray Image Classification,"Nowadays, the global COVID-19 situation is still serious, and the new mutant virus Delta has already spread all over the world. The chest X-ray is one of the most common radiological examinations for screening catheters and diagnosis of many lung diseases, which plays an important role in assisting clinical diagnosis during the outbreak. This study considers the problem of multi-label catheters and thorax disease classification on chest X-ray images based on computer vision. Therefore, we propose a new variant of pyramid vision Transformer for multi-label chest X-ray image classification, named MXT, which can capture both short and long-range visual information through self-attention. Especially, downsampling spatial reduction attention can reduce the resource consumption of using Transformer. Meanwhile, multi-layer overlap patch (MLOP) embedding is used to tokenize images and dynamic position feed forward with zero paddings can encode position instead of adding a positional mask. Furthermore, class token Transformer block and multi-label attention (MLA) are utilized to offer more effective processing of multi-label classification. We evaluate our MXT on Chest X-ray14 dataset which has 14 disease pathologies and Catheter dataset containing 11 types of catheter placement. Each image is labeled one or more categories. Compared with some state-of-the-art baselines, our MXT can yield the highest mean AUC score of 83.0% on the Chest X-ray14 dataset and 94.6% on the Catheter dataset. According to the ablation study, we can obtain the following results: (1) The proposed MLOP embedding has a better performance than overlap patch (OP) embedding layer and non-overlap patch (N-OP) embedding layer that the mean AUC score is improved 0.6% and 0.4%, respectively. (2) Our demonstrate dynamic position feed forward can replace the traditional position mask which can learn the position information, and the mean AUC increased by 0.6%. (3) The mean AUC score by the designed MLA is more 0.2% and 0.6% than using the class token and calculating the mean scores of all tokens. The comprehensive experiments on two datasets demonstrate the effectiveness of the proposed method for multi-label chest X-ray image classification. Hence, our MXT can assist radiologists in diagnoses of lung diseases and check the placement of catheters, which can reduce the work pressure of medical staff.",nowadays  the global covid    situation is still serious  and the new mutant virus delta has already spread all over the world  the chest x ray is one of the most common radiological examinations for screening catheters and diagnosis of many lung diseases  which plays an important role in assisting clinical diagnosis during the outbreak  this study considers the problem of multi label catheters and thorax disease classification on chest x ray images based on computer vision  therefore  we propose a new variant of pyramid vision transformer for multi label chest x ray image classification  named mxt  which can capture both short and long range visual information through self attention  especially  downsampling spatial reduction attention can reduce the resource consumption of using transformer  meanwhile  multi layer overlap patch  mlop  embedding is used to tokenize images and dynamic position feed forward with zero paddings can encode position instead of adding a positional mask  furthermore  class token transformer block and multi label attention  mla  are utilized to offer more effective processing of multi label classification  we evaluate our mxt on chest x ray   dataset which has    disease pathologies and catheter dataset containing    types of catheter placement  each image is labeled one or more categories  compared with some state of the art baselines  our mxt can yield the highest mean auc score of       on the chest x ray   dataset and       on the catheter dataset  according to the ablation study  we can obtain the following results      the proposed mlop embedding has a better performance than overlap patch  op  embedding layer and non overlap patch  n op  embedding layer that the mean auc score is improved      and       respectively      our demonstrate dynamic position feed forward can replace the traditional position mask which can learn the position information  and the mean auc increased by           the mean auc score by the designed mla is more      and      than using the class token and calculating the mean scores of all tokens  the comprehensive experiments on two datasets demonstrate the effectiveness of the proposed method for multi label chest x ray image classification  hence  our mxt can assist radiologists in diagnoses of lung diseases and check the placement of catheters  which can reduce the work pressure of medical staff ,3.6327322,5.4032073,5,MLOps - Model Optimization - Reinforcement Learning - Quantum Algorithms - Neural Networks - Privacy-Preserving Techniques,Advanced Machine Learning Frameworks and Applications
