Source,Title,Year,# Citations,Authors,Journal,Type,Abstract,PDF,BibTex,DOI,Published,Matched_title
Springer Link,Human-in-the-loop machine learning: a state of the art,2022,0,"Eduardo Mosqueira-Rey
 ,Elena HernÃ¡ndez-Pereira,David Alonso-RÃ­os,JosÃ© Bobes-BascarÃ¡n &Ãngel FernÃ¡ndez-Leal",,Article,"Researchers are defining new types of interactions between humans and machine learning algorithms generically called human-in-the-loop machine learning. Depending on who is in control of the learning process, we can identify: active learning, in which the system remains in control; interactive machine learning, in which there is a closer interaction between users and learning systems; and machine teaching, where human domain experts have control over the learning process. Aside from control, humans can also be involved in the learning process in other ways. In curriculum learning human domain experts try to impose some structure on the examples presented to improve the learning; in explainable AI the focus is on the ability of the model to explain to humans why a given solution was chosen. This collaboration between AI models and humans should not be limited only to the learning process; if we go further, we can see other terms that arise such as Usable and Useful AI. In this paper we review the state of the art of the techniques involved in the new forms of relationship between humans and ML algorithms. Our contribution is not merely listing the different approaches, but to provide definitions clarifying confusing, varied and sometimes contradictory terms; to elucidate and determine the boundaries between the different methods; and to correlate all the techniques searching for the connections and influences between them.",https://link.springer.com/content/pdf/10.1007/s10462-022-10246-w.pdf,"@Article{Mosqueira-Rey2023,
author=""Mosqueira-Rey, Eduardo
and Hern{\'a}ndez-Pereira, Elena
and Alonso-R{\'i}os, David
and Bobes-Bascar{\'a}n, Jos{\'e}
and Fern{\'a}ndez-Leal, {\'A}ngel"",
title=""Human-in-the-loop machine learning: a state of the art"",
journal=""Artificial Intelligence Review"",
year=""2023"",
month=""Apr"",
day=""01"",
volume=""56"",
number=""4"",
pages=""3005--3054"",
abstract=""Researchers are defining new types of interactions between humans and machine learning algorithms generically called human-in-the-loop machine learning. Depending on who is in control of the learning process, we can identify: active learning, in which the system remains in control; interactive machine learning, in which there is a closer interaction between users and learning systems; and machine teaching, where human domain experts have control over the learning process. Aside from control, humans can also be involved in the learning process in other ways. In curriculum learning human domain experts try to impose some structure on the examples presented to improve the learning; in explainable AI the focus is on the ability of the model to explain to humans why a given solution was chosen. This collaboration between AI models and humans should not be limited only to the learning process; if we go further, we can see other terms that arise such as Usable and Useful AI. In this paper we review the state of the art of the techniques involved in the new forms of relationship between humans and ML algorithms. Our contribution is not merely listing the different approaches, but to provide definitions clarifying confusing, varied and sometimes contradictory terms; to elucidate and determine the boundaries between the different methods; and to correlate all the techniques searching for the connections and influences between them."",
issn=""1573-7462"",
doi=""10.1007/s10462-022-10246-w"",
url=""https://doi.org/10.1007/s10462-022-10246-w""
}",s10462-022-10246-w,No,
Springer Link,A knowledge-driven approach for designing data analytics platforms,2022,0,"Madhushi Bandara
 ,Fethi A. Rabhi &Muneera Bano",,Article,"Big data analytics technologies are rapidly expanding across all industry sectors as organisations try to make analytics an integral part of their everyday decision-making. Although there are many software tools and libraries to assist analysts and software engineers in developing solutions, organisations are looking for flexible analytics platforms that can address their specific objectives and requirements. To minimise costs, such platforms also need to co-exist with existing IT infrastructures and reuse knowledge and resources already accumulated within the organisation. To address such needs, this paper proposes the Data Analytics Solution Engineering (DASE) frameworkâ€”a knowledge-driven approach supported by semantic web technologies for requirements engineering, design and development of new data analytics platforms. It includes a meta-model that captures data analytics platform requirements via a Knowledge Base, a set of guidelines that organisations can follow in engineering data analytics platforms and a reference architecture that demonstrates how to use these guidelines. We evaluate the DASE framework through two case studies and demonstrate how it can facilitate knowledge-based and requirements-driven data analytics platform engineering. The resulting data analytics platforms are observed to be user friendly, easy to maintain and flexible in handling changes to requirements. This work contributes to the body of knowledge in knowledge-driven requirements engineering, and data analytics platform engineering by providing a meta-model and a reference architecture that can be tailored to different analytics application domains.",https://link.springer.com/content/pdf/10.1007/s00766-022-00385-5.pdf,"@Article{Bandara2023,
author=""Bandara, Madhushi
and Rabhi, Fethi A.
and Bano, Muneera"",
title=""A knowledge-driven approach for designing data analytics platforms"",
journal=""Requirements Engineering"",
year=""2023"",
month=""Jun"",
day=""01"",
volume=""28"",
number=""2"",
pages=""195--212"",
abstract=""Big data analytics technologies are rapidly expanding across all industry sectors as organisations try to make analytics an integral part of their everyday decision-making. Although there are many software tools and libraries to assist analysts and software engineers in developing solutions, organisations are looking for flexible analytics platforms that can address their specific objectives and requirements. To minimise costs, such platforms also need to co-exist with existing IT infrastructures and reuse knowledge and resources already accumulated within the organisation. To address such needs, this paper proposes the Data Analytics Solution Engineering (DASE) framework---a knowledge-driven approach supported by semantic web technologies for requirements engineering, design and development of new data analytics platforms. It includes a meta-model that captures data analytics platform requirements via a Knowledge Base, a set of guidelines that organisations can follow in engineering data analytics platforms and a reference architecture that demonstrates how to use these guidelines. We evaluate the DASE framework through two case studies and demonstrate how it can facilitate knowledge-based and requirements-driven data analytics platform engineering. The resulting data analytics platforms are observed to be user friendly, easy to maintain and flexible in handling changes to requirements. This work contributes to the body of knowledge in knowledge-driven requirements engineering, and data analytics platform engineering by providing a meta-model and a reference architecture that can be tailored to different analytics application domains."",
issn=""1432-010X"",
doi=""10.1007/s00766-022-00385-5"",
url=""https://doi.org/10.1007/s00766-022-00385-5""
}",s00766-022-00385-5,No,
Springer Link,Ethics of Artificial Intelligence,2022,0,"Francisco Lara,Jan Deckers",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-48135-2.pdf,,978-3-031-48135-2,No,
Springer Link,"Mobile and Ubiquitous Systems: Computing, Networking and Services 18th EAI International Conference, MobiQuitous 2021, Virtual Event, November 8-11, 2021, Proceedings",2022,0,"Takahiro Hara,Hirozumi Yamaguchi",,,,https://link.springer.com/content/pdf/10.1007/978-3-030-94822-1.pdf,,978-3-030-94822-1,No,
Springer Link,DataOps Technology,2022,4,Harvinder Atwal,"Apress, Berkeley, CA",Chapter,"Technology is deliberately left until the final chapter because while it is essential, it is less critical than people, culture, and processes. If tools were all it took to be successful, then Silicon Valley giants would not open-source their crown jewels such as Kubernetes, TensorFlow, Apache Kafka, and Apache Airflow.",https://link.springer.com/content/pdf/10.1007/978-1-4842-5104-1.pdf,"@Inbook{Atwal2020,
author=""Atwal, Harvinder"",
title=""DataOps Technology"",
bookTitle=""Practical DataOps: Delivering Agile Data Science at Scale"",
year=""2020"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""215--247"",
abstract=""Technology is deliberately left until the final chapter because while it is essential, it is less critical than people, culture, and processes. If tools were all it took to be successful, then Silicon Valley giants would not open-source their crown jewels such as Kubernetes, TensorFlow, Apache Kafka, and Apache Airflow."",
isbn=""978-1-4842-5104-1"",
doi=""10.1007/978-1-4842-5104-1_9"",
url=""https://doi.org/10.1007/978-1-4842-5104-1_9""
}",978-1-4842-5104-1_9,No,
Springer Link,Cloud Migration Fundamentals,2022,0,Taras Gleb,"Apress, Berkeley, CA",Chapter,"Chapter 1 presented an in-depth introduction to cloud computing, including its essential characteristics, service delivery models, and deployment models. This chapter continues to build on those concepts and includes the following objectives:",https://link.springer.com/content/pdf/10.1007/978-1-4842-7252-7.pdf,"@Inbook{Gleb2021,
author=""Gleb, Taras"",
title=""Cloud Migration Fundamentals"",
bookTitle=""Systematic Cloud Migration: A Hands-On Guide to Architecture, Design, and Technical Implementation"",
year=""2021"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""19--35"",
abstract=""Chapter 1presented an in-depth introduction to cloud computing, including its essential characteristics, service delivery models, and deployment models. This chapter continues to build on those concepts and includes the following objectives:"",
isbn=""978-1-4842-7252-7"",
doi=""10.1007/978-1-4842-7252-7_2"",
url=""https://doi.org/10.1007/978-1-4842-7252-7_2""
}",978-1-4842-7252-7_2,No,
Springer Link,"Pattern Recognition 14th Mexican Conference, MCPR 2022, Ciudad JuÃ¡rez, Mexico, June 22â€“25, 2022, Proceedings",2022,0,"Osslan Osiris Vergara-Villegas
 ,Vianey Guadalupe Cruz-SÃ¡nchez
 ,Juan Humberto Sossa-Azuela
 ,JesÃºs Ariel Carrasco-Ochoa
 ,JosÃ© Francisco MartÃ­nez-Trinidad
 ,JosÃ© Arturo Olvera-LÃ³pez",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-07750-0.pdf,,978-3-031-07750-0,No,
Springer Link,"Database and Expert Systems Applications 34th International Conference, DEXA 2023, Penang, Malaysia, August 28â€“30, 2023, Proceedings, Part II",2022,0,"Christine Strauss,Toshiyuki Amagasa,Gabriele Kotsis,A Min Tjoa
 ,Ismail Khalil",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-39821-6.pdf,,978-3-031-39821-6,No,
Springer Link,Terminology: Data Fabric and Data Mesh,2022,0,"Eberhard Hechler,Maryela Weihrauch &Yan (Catherine) Wu","Apress, Berkeley, CA",Chapter,"This chapter explains the key terms that will be used throughout this book, the terms Data Fabric and Data Mesh, and how these two terms relate to each other. We introduce the term data-as-a-product or shopping-for-data and provide a high-level introduction into AI-infused Data Fabric capabilities. The chapter concludes with a description of a data product as a key concept of a Data Mesh.",https://link.springer.com/content/pdf/10.1007/978-1-4842-9253-2.pdf,"@Inbook{Hechler2023,
author=""Hechler, Eberhard
and Weihrauch, Maryela
and Wu, Yan (Catherine)"",
title=""Terminology: Data Fabric and Data Mesh"",
bookTitle=""Data Fabric and Data Mesh Approaches with AI: A Guide to AI-based Data Cataloging, Governance, Integration, Orchestration, and Consumption"",
year=""2023"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""17--42"",
abstract=""This chapter explains the key terms that will be used throughout this book, the terms Data Fabric and Data Mesh, and how these two terms relate to each other. We introduce the term data-as-a-product or shopping-for-data and provide a high-level introduction into AI-infused Data Fabric capabilities. The chapter concludes with a description of a data product as a key concept of a Data Mesh."",
isbn=""978-1-4842-9253-2"",
doi=""10.1007/978-1-4842-9253-2_2"",
url=""https://doi.org/10.1007/978-1-4842-9253-2_2""
}",978-1-4842-9253-2_2,No,
Springer Link,Data Analytics A Theoretical and Practical View from the EDISON Project,2022,0,"Juan J. Cuadrado-Gallego ,Yuri Demchenko",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-39129-3.pdf,,978-3-031-39129-3,No,
Springer Link,Data Fabric Architecture Patterns,2022,0,"Eberhard Hechler,Maryela Weihrauch &Yan (Catherine) Wu","Apress, Berkeley, CA",Chapter,"A specific Data Fabric architecture is determined by its business and IT context and intent, meaning that not every implementation is identical. A Data Fabric could for instance serve different data consumption patterns, such as real-time transactional inference of AI-based insights, trustworthy AI scenarios, or AI governance purposes. A specific implementation of a Data Fabric also depends on concrete solution requirements, such as the ones associated with a Data Mesh solution (e.g., data-as-a-product) and whether the Data Fabric should serve certain technologies, such as IoT, edge computing, or 5G. Finally, intelligent information integration can be underpinned with different and complementary methods, such as data virtualization, replication, streaming, etc., which has an impact on the underlying Data Fabric architecture. Integration challenges within a hybrid cloud landscape leveraging public cloud services may differ from integration needs within a private cloud and on-premises landscape.",https://link.springer.com/content/pdf/10.1007/978-1-4842-9253-2.pdf,"@Inbook{Hechler2023,
author=""Hechler, Eberhard
and Weihrauch, Maryela
and Wu, Yan (Catherine)"",
title=""Data Fabric Architecture Patterns"",
bookTitle=""Data Fabric and Data Mesh Approaches with AI: A Guide to AI-based Data Cataloging, Governance, Integration, Orchestration, and Consumption"",
year=""2023"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""231--255"",
abstract=""A specific Data Fabric architecture is determined by its business and IT context and intent, meaning that not every implementation is identical. A Data Fabric could for instance serve different data consumption patterns, such as real-time transactional inference of AI-based insights, trustworthy AI scenarios, or AI governance purposes. A specific implementation of a Data Fabric also depends on concrete solution requirements, such as the ones associated with a Data Mesh solution (e.g., data-as-a-product) and whether the Data Fabric should serve certain technologies, such as IoT, edge computing, or 5G. Finally, intelligent information integration can be underpinned with different and complementary methods, such as data virtualization, replication, streaming, etc., which has an impact on the underlying Data Fabric architecture. Integration challenges within a hybrid cloud landscape leveraging public cloud services may differ from integration needs within a private cloud and on-premises landscape."",
isbn=""978-1-4842-9253-2"",
doi=""10.1007/978-1-4842-9253-2_10"",
url=""https://doi.org/10.1007/978-1-4842-9253-2_10""
}",978-1-4842-9253-2_10,No,
Springer Link,"Proceedings of Eighth International Congress on Information and Communication Technology ICICT 2023, London, Volume 4",2022,0,"Xin-She Yang,R. Simon Sherratt,Nilanjan Dey,Amit Joshi",,,,https://link.springer.com/content/pdf/10.1007/978-981-99-3236-8.pdf,,978-981-99-3236-8,No,
Springer Link,Product-Market Validation for AI as a Service (AIaaS),2022,0,Adhiguna Mahendra,"Apress, Berkeley, CA",Chapter,"The previous chapter taught us how to validate AI-first SaaS with the business user as the target market. In this chapter, we will learn more about AI as a Service (AIaaS), which targets the developers' market, and how to validate its market.",https://link.springer.com/content/pdf/10.1007/978-1-4842-9502-1.pdf,"@Inbook{Mahendra2023,
author=""Mahendra, Adhiguna"",
title=""Product-Market Validation for AI as a Service (AIaaS)"",
bookTitle=""AI Startup Strategy: A Blueprint to Building Successful Artificial Intelligence Products from Inception to Exit"",
year=""2023"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""97--136"",
abstract=""The previous chapter taught us how to validate AI-first SaaS with the business user as the target market. In this chapter, we will learn more about AI as a Service (AIaaS), which targets the developers' market, and how to validate its market."",
isbn=""978-1-4842-9502-1"",
doi=""10.1007/978-1-4842-9502-1_4"",
url=""https://doi.org/10.1007/978-1-4842-9502-1_4""
}",978-1-4842-9502-1_4,No,
Springer Link,Understanding DevOps Critical Success Factors: Insights from Professionals,2022,0,"Nasreen Azad
 ,Sami Hyrynsalmi
 &Matti MÃ¤ntymÃ¤ki","Springer, Cham",Chapter and Conference Paper,"This paper explores the factors that contribute to the success of software development undertaken with DevOps practices. DevOps is a set of practices that aims to increase software development process efficiency by reducing barriers between operation and development teams. Despite the wealth of information available on DevOps practices, adoption, and the respective challenges, there is a dearth of research focusing specifically on the DevOps critical success factors. This paper seeks to fill this gap by analyzing and discussing the key factors that are essential for success in software development with DevOps. To this end, we have conducted an open-ended survey among 72 DevOps professionals. By employing the Gioia method, we elaborate on the professionalsâ€™ perspectives on the DevOps success factors identified and connect them to the prior literature. These success factors encompass intra-organizational collaboration, organizational hierarchy, strategic planning, team dynamics, cultural shift, performance engineering, integration, build and test automation, infrastructure, and DevOps as a service. We propose five DevOps implementation advice that could benefit companies while implementing DevOps practices. Those include management support, investment in DevOps tools, sharing knowledge within teams, sharing responsibility in teams, being willing to explore and experiment with the practices, and being agile are crucial for DevOps performance and organizational success.
 Keywords
 DevOps
 Critical success factors
 Continuous delivery
 Continuous development
 DevOps survey
 Software development
 Success factors validation
 Gioia method
 Qualitative research",https://link.springer.com/content/pdf/10.1007/978-3-031-50040-4.pdf,"@InProceedings{10.1007/978-3-031-50040-4_7,
author=""Azad, Nasreen
and Hyrynsalmi, Sami
and M{\""a}ntym{\""a}ki, Matti"",
editor=""Janssen, Marijn
and Pinheiro, Luiz
and Matheus, Ricardo
and Frankenberger, Fernanda
and Dwivedi, Yogesh K.
and Pappas, Ilias O.
and M{\""a}ntym{\""a}ki, Matti"",
title=""Understanding DevOps Critical Success Factors: Insights from√Ç¬†Professionals"",
booktitle=""New Sustainable Horizons in Artificial Intelligence and Digital Solutions"",
year=""2023"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""78--90"",
abstract=""This paper explores the factors that contribute to the success of software development undertaken with DevOps practices. DevOps is a set of practices that aims to increase software development process efficiency by reducing barriers between operation and development teams. Despite the wealth of information available on DevOps practices, adoption, and the respective challenges, there is a dearth of research focusing specifically on the DevOps critical success factors. This paper seeks to fill this gap by analyzing and discussing the key factors that are essential for success in software development with DevOps. To this end, we have conducted an open-ended survey among 72 DevOps professionals. By employing the Gioia method, we elaborate on the professionals' perspectives on the DevOps success factors identified and connect them to the prior literature. These success factors encompass intra-organizational collaboration, organizational hierarchy, strategic planning, team dynamics, cultural shift, performance engineering, integration, build and test automation, infrastructure, and DevOps as a service. We propose five DevOps implementation advice that could benefit companies while implementing DevOps practices. Those include management support, investment in DevOps tools, sharing knowledge within teams, sharing responsibility in teams, being willing to explore and experiment with the practices, and being agile are crucial for DevOps performance and organizational success."",
isbn=""978-3-031-50040-4""
}",978-3-031-50040-4_7,No,
Springer Link,Introduction to the AI Engineering Theme,2022,0,Jan Bosch,"Springer, Cham",Chapter,The term artificial intelligence (AI) triggers many things in terms of its inherent meaning and potential. The notion of a machine with the same level of intellect as a human or even far exceeding it is enthralling and scary at the same time. Several science fiction movies build on the HAL 9000 or Terminator theme of artificial intelligence bent on controlling or even exterminating humankind.,https://link.springer.com/content/pdf/10.1007/978-3-031-10873-0.pdf,"@Inbook{Bosch2022,
author=""Bosch, Jan"",
editor=""Bosch, Jan
and Carlson, Jan
and Holmstr{\""o}m Olsson, Helena
and Sandahl, Kristian
and Staron, Miroslaw"",
title=""Introduction to the AI Engineering Theme"",
bookTitle=""Accelerating Digital Transformation: 10 Years of Software Center"",
year=""2022"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""399--405"",
abstract=""The term artificial intelligence (AI) triggers many things in terms of its inherent meaning and potential. The notion of a machine with the same level of intellect as a human or even far exceeding it is enthralling and scary at the same time. Several science fiction movies build on the HAL 9000 or Terminator theme of artificial intelligence bent on controlling or even exterminating humankind."",
isbn=""978-3-031-10873-0"",
doi=""10.1007/978-3-031-10873-0_17"",
url=""https://doi.org/10.1007/978-3-031-10873-0_17""
}",978-3-031-10873-0_17,No,
Springer Link,"Advances in Service-Oriented and Cloud Computing International Workshops of ESOCC 2022, Wittenberg, Germany, March 22â€“24, 2022, Revised Selected Papers",2022,0,"Christian Zirpins
 ,Guadalupe Ortiz
 ,Zoltan Nochta
 ,Oliver Waldhorst
 ,Jacopo Soldani
 ,Massimo Villari
 ,Damian Tamburri",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-23298-5.pdf,,978-3-031-23298-5,No,
Springer Link,Technologies and Applications for Big Data Value,2022,0,"Edward Curry,SÃ¶ren Auer,Arne J. Berre,Andreas Metzger,Maria S. Perez,Sonja Zillner",,,,https://link.springer.com/content/pdf/10.1007/978-3-030-78307-5.pdf,,978-3-030-78307-5,No,
Springer Link,Systems for ML Lifecycle Tasks,2022,0,"Matthias Boehm,Arun Kumar &Jun Yang","Springer, Cham",Chapter,"In the previous chapters, we focused on the specification, execution, and optimization of ML algorithms in various settings. However, the process of running ML algorithms to train ML models is only one step, albeit a major one, in the end-to-end lifecycle of ML applications, as depicted in Figure 1.1 in Chapter 1. This lifecycle also involves the processes of sourcing and preparing data for ML, model selection and model management, and deployment of ML models into production. Tackling these challenges requires ideas and techniques that combine not just ML and data management, but also other fields of computing, including human-computer interaction and operating and distributed systems. We now dive into these auxiliary steps in the ML lifecycle in depth.",,"@Inbook{Boehm2019,
author=""Boehm, Matthias
and Kumar, Arun
and Yang, Jun"",
title=""Systems for ML Lifecycle Tasks"",
bookTitle=""Data Management in Machine Learning Systems"",
year=""2019"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""101--121"",
abstract=""In the previous chapters, we focused on the specification, execution, and optimization of ML algorithms in various settings. However, the process of running ML algorithms to train ML models is only one step, albeit a major one, in the end-to-end lifecycle of ML applications, as depicted in Figure 1.1 in Chapter 1. This lifecycle also involves the processes of sourcing and preparing data for ML, model selection and model management, and deployment of ML models into production. Tackling these challenges requires ideas and techniques that combine not just ML and data management, but also other fields of computing, including human-computer interaction and operating and distributed systems. We now dive into these auxiliary steps in the ML lifecycle in depth."",
isbn=""978-3-031-01869-5"",
doi=""10.1007/978-3-031-01869-5_8"",
url=""https://doi.org/10.1007/978-3-031-01869-5_8""
}",978-3-031-01869-5_8,No,
Springer Link,Quality Engineering in AI Services,2022,0,Fabio Casati &Boualem Benatallah,"Springer, Cham",Chapter and Conference Paper,"This short paper discusses some of the challenges in testing AI systems, proposes some good practices and advocates a shift to a customer-driven approach, driven by problems customers need to solve rather than problems engineers can solve.",https://link.springer.com/content/pdf/10.1007/978-3-031-20984-0.pdf,"@InProceedings{10.1007/978-3-031-20984-0_46,
author=""Casati, Fabio
and Benatallah, Boualem"",
editor=""Troya, Javier
and Medjahed, Brahim
and Piattini, Mario
and Yao, Lina
and Fern{\'a}ndez, Pablo
and Ruiz-Cort{\'e}s, Antonio"",
title=""Quality Engineering in√Ç¬†AI Services"",
booktitle=""Service-Oriented Computing"",
year=""2022"",
publisher=""Springer Nature Switzerland"",
address=""Cham"",
pages=""644--652"",
abstract=""This short paper discusses some of the challenges in testing AI systems, proposes some good practices and advocates a shift to a customer-driven approach, driven by problems customers need to solve rather than problems engineers can solve."",
isbn=""978-3-031-20984-0""
}",978-3-031-20984-0_46,No,
Springer Link,Towards Cognitive Ports of the Future,2022,#VALUE!,"Santiago CÃ¡ceres,Francisco Valverde,Carlos E. Palau,Andreu Belsa Pellicer,Christos A. Gizelis,Dimosthenes Krassas,Hanane Becha,RÃ©da Khouani,Andreas Metzger,Nikos Tzagkarakis,Anthousa Karkoglou,Anastasios Nikolakopoulos,Achilleas Marinakis,Vrettos Moulos,Antonios Litke,Amir Shayan Ahmadian &Jan JÃ¼rjens","Springer, Cham",Chapter,"In modern societies, the rampant growth of data management technologiesâ€”that have access to data sources from a plethora of heterogeneous systemsâ€”enables data analysts to leverage their advantages to new areas and critical infrastructures. However, there is no global reference standard for data platform technology. Data platforms scenarios are characterized by a high degree of heterogeneity at all levels (middleware, application service, data/semantics, scalability, and governance), preventing deployment, federation, and interoperability of existing solutions. Although many initiatives are dealing with developing data platform architectures in diversified application domains, not many projects have addressed integration in port environments with the possibility of including cognitive services. Unlike other cases, port environment is a complex system that consists of multiple heterogeneous critical infrastructures, which are connected and dependent on each other. The key pillar is to define the design of a secure interoperable system facilitating the exchange of data through standardized data models, based on common semantics, and offering advanced interconnection capabilities leading to cooperation between different IT/IoT/Objects platforms. This contribution deals with scalability, interoperability, and standardization features of data platforms from a business point of view in a smart and cognitive port case study. The main goal is to design an innovative platform, named DataPorts, which will overcome these obstacles and provide an ecosystem where port authorities, external data platforms, transportation, and logistics companies can cooperate and create the basis to offer cognitive services. The chapter relates to knowledge and learning as well as to systems, methodologies, hardware, and tools cross-sectorial technology enablers of the AI, Data and Robotics Strategic Research, Innovation & Deployment Agenda (Milano et al., Strategic research, innovation and deployment agenda - AI, data and robotics partnership. Third release. Big Data Value Association, 2020).
 Keywords
 Industry 4.0
 Data for AI
 Port authorities",https://link.springer.com/content/pdf/10.1007/978-3-030-78307-5.pdf,"@Inbook{C√É¬°ceres2022,
author=""C{\'a}ceres, Santiago
and Valverde, Francisco
and Palau, Carlos E.
and Pellicer, Andreu Belsa
and Gizelis, Christos A.
and Krassas, Dimosthenes
and Becha, Hanane
and Khouani, R{\'e}da
and Metzger, Andreas
and Tzagkarakis, Nikos
and Karkoglou, Anthousa
and Nikolakopoulos, Anastasios
and Marinakis, Achilleas
and Moulos, Vrettos
and Litke, Antonios
and Ahmadian, Amir Shayan
and J{\""u}rjens, Jan"",
editor=""Curry, Edward
and Auer, S{\""o}ren
and Berre, Arne J.
and Metzger, Andreas
and Perez, Maria S.
and Zillner, Sonja"",
title=""Towards Cognitive Ports of the Future"",
bookTitle=""Technologies and Applications for Big Data Value "",
year=""2022"",
publisher=""Springer International Publishing"",
address=""Cham"",
pages=""453--474"",
abstract=""In modern societies, the rampant growth of data management technologies---that have access to data sources from a plethora of heterogeneous systems---enables data analysts to leverage their advantages to new areas and critical infrastructures. However, there is no global reference standard for data platform technology. Data platforms scenarios are characterized by a high degree of heterogeneity at all levels (middleware, application service, data/semantics, scalability, and governance), preventing deployment, federation, and interoperability of existing solutions. Although many initiatives are dealing with developing data platform architectures in diversified application domains, not many projects have addressed integration in port environments with the possibility of including cognitive services. Unlike other cases, port environment is a complex system that consists of multiple heterogeneous critical infrastructures, which are connected and dependent on each other. The key pillar is to define the design of a secure interoperable system facilitating the exchange of data through standardized data models, based on common semantics, and offering advanced interconnection capabilities leading to cooperation between different IT/IoT/Objects platforms. This contribution deals with scalability, interoperability, and standardization features of data platforms from a business point of view in a smart and cognitive port case study. The main goal is to design an innovative platform, named DataPorts, which will overcome these obstacles and provide an ecosystem where port authorities, external data platforms, transportation, and logistics companies can cooperate and create the basis to offer cognitive services. The chapter relates to knowledge and learning as well as to systems, methodologies, hardware, and tools cross-sectorial technology enablers of the AI, Data and Robotics Strategic Research, Innovation {\&} Deployment Agenda (Milano et al., Strategic research, innovation and deployment agenda - AI, data and robotics partnership. Third release. Big Data Value Association, 2020)."",
isbn=""978-3-030-78307-5"",
doi=""10.1007/978-3-030-78307-5_20"",
url=""https://doi.org/10.1007/978-3-030-78307-5_20""
}",978-3-030-78307-5_20,No,
Springer Link,"Service-Oriented Computing 20th International Conference, ICSOC 2022, Seville, Spain, November 29 â€“ December 2, 2022, Proceedings",2022,0,"Javier Troya
 ,Brahim Medjahed,Mario Piattini
 ,Lina Yao,Pablo FernÃ¡ndez
 ,Antonio Ruiz-CortÃ©s",,,,https://link.springer.com/content/pdf/10.1007/978-3-031-20984-0.pdf,,978-3-031-20984-0,No,
Springer Link,Data Management in Machine Learning Systems,2022,0,"Matthias Boehm ,Arun Kumar ,Jun Yang",,,,,,978-3-031-01869-5,No,
Springer Link,The Azure Portal for Cognitive Services,2022,0,"Ed Price,Adnan Masood &Gaurav Aroraa","Apress, Berkeley, CA",Chapter,"This chapter will explore how you can get started with Cognitive Services on the Azure portal, and it includes an exploration of the common features. Next, the chapter will take you inside the Azure Marketplace for Bot Service, Cognitive Services, and Machine Learning.",https://link.springer.com/content/pdf/10.1007/978-1-4842-7249-7.pdf,"@Inbook{Price2021,
author=""Price, Ed
and Masood, Adnan
and Aroraa, Gaurav"",
title=""The Azure Portal for Cognitive Services"",
bookTitle=""Hands-on Azure Cognitive Services: Applying AI and Machine Learning for Richer Applications"",
year=""2021"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""21--35"",
abstract=""This chapter will explore how you can get started with Cognitive Services on the Azure portal, and it includes an exploration of the common features. Next, the chapter will take you inside the Azure Marketplace for Bot Service, Cognitive Services, and Machine Learning."",
isbn=""978-1-4842-7249-7"",
doi=""10.1007/978-1-4842-7249-7_2"",
url=""https://doi.org/10.1007/978-1-4842-7249-7_2""
}",978-1-4842-7249-7_2,No,
Springer Link,Introduction to Azure Machine Learning,2022,1,Julian Soh &Priyanshi Singh,"Apress, Berkeley, CA",Chapter,"In this chapter, we will study Azure ML platform and learn its capabilities, benefits, components, and advantages. In Chapter 5, we will do hands-on using Azure ML SDK and will understand how to build end-to-end machine learning solutions.",https://link.springer.com/content/pdf/10.1007/978-1-4842-6405-8.pdf,"@Inbook{Soh2020,
author=""Soh, Julian
and Singh, Priyanshi"",
title=""Introduction to Azure Machine Learning"",
bookTitle=""Data Science Solutions on Azure: Tools and Techniques Using Databricks and MLOps"",
year=""2020"",
publisher=""Apress"",
address=""Berkeley, CA"",
pages=""117--148"",
abstract=""In this chapter, we will study Azure ML platform and learn its capabilities, benefits, components, and advantages. In Chapter 5, we will do hands-on using Azure ML SDK and will understand how to build end-to-end machine learning solutions."",
isbn=""978-1-4842-6405-8"",
doi=""10.1007/978-1-4842-6405-8_4"",
url=""https://doi.org/10.1007/978-1-4842-6405-8_4""
}",978-1-4842-6405-8_4,No,
